Deck1,Deck2,Deck1_damage,Deck2_damage,rand. prices for AI,Bid,Stake
0.01720369347046185,0.029535573112574674,0.866962429222012,4.753835875082438,0.03270570831665533,0.029576793291795245,0.025930067062983068
0.019676768233771538,0.0277278927679106,1.1608321540955404,5.5058840550010695,0.024068146914920548,0.03291827271230727,0.026144487801109617
0.01984377347746758,0.03944573548187613,0.21644894476836407,4.4242331790315,0.031232304002718956,0.024340446078522492,0.03168441307575636
0.01545924174278701,0.03716376036601687,2.457134281276531,5.963061618998911,0.03854298616028469,0.02088632880527965,0.028423110038839124
0.021063997869877636,0.031786239823093504,1.0406047120687638,4.193717749914722,0.01920630704478174,0.04000911726956722,0.030454451844319996
0.02378889108841631,0.028409990841869626,1.9092549726287826,6.402599452265653,0.02645992076314492,0.03624412232476866,0.02790731171086976
0.022583058395772473,0.03182108001861527,0.3931948952981348,3.6414181389945655,0.03390095446641466,0.05026507715640691,0.030618855724250924
0.023849562205275798,0.03895485207449393,0.2731450364734058,5.711621067116098,0.025396180683297843,0.0376067179726861,0.028851931736156224
0.02181480008485536,0.03516870496929136,0.6346083937863074,3.728179436510395,0.019923515091258427,0.03617060720997356,0.025105027878324207
0.01620340837482825,0.034939011900659,1.1442297244095196,4.726346336004569,0.03027577572001668,0.024233876289651353,0.03100577590639454
0.024665136120026257,0.02602847397855711,0.9128210245224327,4.537795047847661,0.02828294906482256,0.04951461143201506,0.030704880550863203
0.01574543466807757,0.027989828395071026,0.628518083721047,4.470904551891615,0.036666221464804215,0.0240791600153851,0.031405488988800655
0.01967489419427123,0.03781601557213396,2.095932314998148,4.1559106492057545,0.03247863329051315,0.020317583749729185,0.03193308274781745
0.01879051650040554,0.03417989416795849,2.1768992603661426,3.078466818668148,0.02663730770309646,0.029011382914782294,0.029085738691866772
0.022345120232103135,0.0385679341818234,1.9526214082467583,5.624280381321192,0.03130639328975178,0.02860828107348035,0.025894086526640162
0.021091742033012593,0.026655078270770197,1.4051231125633377,5.031913859836586,0.017663766145241785,0.01982292180403609,0.025228361885582196
0.018999552519957975,0.02950387903534029,2.9335659346103338,3.7224538863966825,0.0242326104711994,0.03302899528671281,0.03162925718329652
0.022954196101770553,0.039438406450986396,0.7285389414741417,4.186753910268694,0.03651547390950609,0.022389586735082803,0.031731910190895704
0.024540433699421594,0.03396996977379191,1.9907104466667267,6.576754237040518,0.02470758890388687,0.043427853880551884,0.03044999256275981
0.016026991276030123,0.026001033092548406,0.9963911671352456,3.32722489927005,0.03789628075749758,0.05450249835895951,0.031173644918731487
0.024822993126950715,0.027944673536356046,0.015802692966317533,6.289732969844151,0.017092924663290154,0.05440599687130557,0.030557320547844557
0.022470478714845407,0.038541594087717894,2.0555087266492995,3.583596205666716,0.023578175010815924,0.02911869458786774,0.03163886403180307
0.020388400452544166,0.032866430887062634,2.0574403973998283,5.0984818241589,0.021893921302026224,0.023931613464316645,0.029095144774734422
